Nº SAG,NOMBRE COMERCIAL ,APTITUD,SERIE,FORMULACIÓN (CÓDIGO),FORMULADO EN QUE SE BASA,INGREDIENTE ACTIVO EN QUE SE BASA,TOXICIDAD (CÓDIGO),TOXICIDAD PECES Y ALGAS,TOXICIDAD AVES,TOXICIDAD ABEJAS,INFLAMABLE,CORROSIVO,EXPLOSIVO,MODO DE ACCIÓN,TIPO DE PLAGUICIDA (NATURAL),REPRESENTANTE LEGAL,TITULAR AUTORIZACIÓN,FECHA PRIMERA AUTORIZACION,FECHA VENCIMIENTO,NORMA DE AUTORIZACION,SITUACION ,PAIS DE DESTINO (SOLO EXPORTACION)
4180,CHECKMATE CM-F,FEROMONA,4000 Misceláneo,Suspensión De Encapsulado (CS),,,IV (Productos Que Normalmente No Ofrecen Peligro),No Tóxico,No Tóxico,No Tóxico,NO INFLAMABLE,NO CORROSIVO,NO EXPLOSIVO,Aspersión de feromona para confusión sexual,Semioquímico,Felipe Guevara Sinclair,SUTERRA CHILE BIOCONTROL LIMITADA,05/16/2002,05/16/2027,3670/1999,VIGENTE,NO APLICA
4181,PROGIBB 40% SG,FITORREGULADOR,4000 Misceláneo,Granulado Hidrosoluble (SG),,,IV (Productos Que Normalmente No Ofrecen Peligro),No Tóxico,No Tóxico,No Tóxico,NO INFLAMABLE,NO CORROSIVO,NO EXPLOSIVO,sistémico,,ANDREAS GATHMANN,SUMITOMO CHEMICAL CHILE S.A.,06/19/2002,06/19/2027,3670/1999,VIGENTE,NO APLICA
4182,REGALIS,FITORREGULADOR,4000 Misceláneo,Granulado Dispersable (WG),,,IV (Productos Que Normalmente No Ofrecen Peligro),Prácticamente No Tóxico,Prácticamente No Tóxico,Prácticamente No Tóxico,NO INFLAMABLE,NO CORROSIVO,NO EXPLOSIVO,Sistémico,,JORGE NITSCHE MELI,BASF CHILE S.A.,09/24/2002,09/29/2027,3670/1999,VIGENTE,NO APLICA
4183,TACTIC,COADYUVANTE,4000 Misceláneo,Concentrado Soluble (SL),,,IV (Productos Que Normalmente No Ofrecen Peligro),Potencialmente Tóxico ,No Tóxico,No Tóxico,NO INFLAMABLE,NO CORROSIVO,NO EXPLOSIVO,SURFACTANTE ADHERENTE Y HUMECTANTE,,GUILLERMO GABRIEL PINTO,NUTRIEN AG SOLUTIONS CHILE S.A.,01/03/2003,01/03/2028,3670/1999,VIGENTE,NO APLICA
4184,GRO 500,FITORREGULADOR,4000 Misceláneo,Concentrado Soluble (SL),,,II (Moderadamente Peligroso),Tóxico,Moderadamente Tóxico,Tóxico,NO INFLAMABLE,CORROSIVO,NO EXPLOSIVO,Regulador de crecimiento,,JORGE NITSCHE MELI,BASF CHILE S.A.,12/30/2002,12/30/2027,3670/1999,VIGENTE,NO APLICA
4185,SMARTFRESH SMART TABS,FITORREGULADOR,4000 Misceláneo,Tabletas (TB),,,IV (Productos Que Normalmente No Ofrecen Peligro),Moderadamente Tóxico,No Tóxico,No Tóxico,NO INFLAMABLE,NO CORROSIVO,NO EXPLOSIVO,Sistémico,,Denny Francisco Vidal Dote,AGROFRESH CHILE COMERCIAL LTDA.,02/19/2003,02/19/2028,3670/1999,VIGENTE,NO APLICA
4186,NEXUS 50 SL,FITORREGULADOR,4000 Misceláneo,Concentrado Soluble (SL),,,II (Moderadamente Peligroso),Moderadamente Tóxico,Ligeramente Tóxico,Moderadamente Tóxico,NO INFLAMABLE,CORROSIVO,NO EXPLOSIVO,FITORREGULADOR,,Gabriel Ormeño Hofer ,ANASAC CHILE S.A.,03/25/2003,03/25/2028,3670/1999,VIGENTE,
4187,X-CYTE,FITORREGULADOR,4000 Misceláneo,Concentrado Soluble (SL),,,IV (Productos Que Normalmente No Ofrecen Peligro),No Tóxico,No Tóxico,No Tóxico,NO INFLAMABLE,NO CORROSIVO,NO EXPLOSIVO,sistémico,,Jack Alejandro Dabike Amstrong,STOLLER DE CHILE S.A.,03/27/2003,03/27/2028,3670/1999,VIGENTE,NO APLICA
4188,SUNNY 5 SC,FITORREGULADOR,4000 Misceláneo,Suspensión Concentrada (SC),,,III (Poco Peligroso),Tóxico,No Tóxico,No Tóxico,NO INFLAMABLE,NO CORROSIVO,NO EXPLOSIVO,sistémico,,ANDREAS GATHMANN,SUMITOMO CHEMICAL CHILE S.A.,08/13/2003,08/13/2028,3670/1999,VIGENTE,NO APLICA
4190,PROMALINA,FITORREGULADOR,4000 Misceláneo,Otro Líquido (AL),,,IV (Productos Que Normalmente No Ofrecen Peligro),No Tóxico,No Tóxico,No Tóxico,NO INFLAMABLE,NO CORROSIVO,NO EXPLOSIVO,sistémico,,ANDREAS GATHMANN,SUMITOMO CHEMICAL CHILE S.A.,09/24/2003,09/24/2028,3670/1999,VIGENTE,NO APLICA
4191,GIBGRO 10 LS,FITORREGULADOR,4000 Misceláneo,Concentrado Soluble (SL),,,IV (Productos Que Normalmente No Ofrecen Peligro),No Tóxico,No Tóxico,No Tóxico,NO INFLAMABLE,NO CORROSIVO,NO EXPLOSIVO,Fitorregulador de crecimiento sistémico,,ANDREAS GATHMANN,SUMITOMO CHEMICAL CHILE S.A.,10/02/2003,10/02/2028,3670/1999,VIGENTE,NO APLICA
4192,N-LARGE,FITORREGULADOR,4000 Misceláneo,Concentrado Soluble (SL),,,IV (Productos Que Normalmente No Ofrecen Peligro),Prácticamente No Tóxico,Prácticamente No Tóxico,Relativamente No Tóxico, NO INFLAMABLE,NO CORROSIVO,NO EXPLOSIVO,Contacto,,Jack Alejandro Dabike Amstrong,STOLLER DE CHILE S.A.,10/16/2003,10/16/2028,3670/1999,VIGENTE,NO APLICA
4194,CREZYMAX,FITORREGULADOR,4000 Misceláneo,Polvo Soluble (PS),,,IV (Productos Que Normalmente No Ofrecen Peligro),No Tóxico,No Tóxico,No Tóxico,NO INFLAMABLE,NO CORROSIVO,NO EXPLOSIVO,Sistémico,,CARLOS CASTRO VIEYRA,AGROENZYMAS DE CHILE SpA,03/22/2004,03/22/2029,3670/1999,VIGENTE,NO APLICA
4195,PHEROCON CM MEGA,FEROMONA,4000 Misceláneo,Evaporable (VP),,,IV (Productos Que Normalmente No Ofrecen Peligro),No Tóxico,No Tóxico,No Tóxico,NO INFLAMABLE,NO CORROSIVO,NO EXPLOSIVO,Trampa de feromona sexual ,Semioquímico,CAROLINA SANHUEZA RODRIGUEZ Y ALVARO ARROYO FERNANDEZ ,CSR CONSULTING SpA,05/12/2004,05/12/2029,3670/1999,VIGENTE,NO APLICA
4196,ISOMATE-C TT,FEROMONA,4000 Misceláneo,Evaporable (VP),,,IV (Productos Que Normalmente No Ofrecen Peligro),No Tóxico,No Tóxico,No Tóxico,NO INFLAMABLE,NO CORROSIVO,NO EXPLOSIVO,Confusión sexual,Semioquímico,CRISTIÁN MATÍAS KONEKAMP KÜSCH,UPL CHILE S.A.,06/03/2004,06/03/2029,3670/1999,VIGENTE,NO APLICA
4198,GRO-STOP 300 EC,FITORREGULADOR,4000 Misceláneo,Concentrado Emulsionable (EC),,,III (Poco Peligroso),Moderadamente Tóxico,Prácticamente No Tóxico,Ligeramente Tóxico,NO INFLAMABLE,NO CORROSIVO,NO EXPLOSIVO,Regulador de crecimiento,,Pedro Donoso Maslov,SYNGENTA S.A.,07/05/2004,07/05/2029,3670/1999,VIGENTE,NO APLICA
4201,MEDAX TOP,FITORREGULADOR,4000 Misceláneo,Suspensión Concentrada (SC),,,II (Moderadamente Peligroso),Prácticamente No Tóxico,Prácticamente No Tóxico,Prácticamente No Tóxico,NO INFLAMABLE,NO CORROSIVO,NO EXPLOSIVO,Regulador de crecimiento,,JORGE NITSCHE MELI,BASF CHILE S.A.,08/08/2005,08/08/2030,3670/1999,VIGENTE,NO APLICA
4202,CAPLIT 1% WP,FITORREGULADOR,4000 Misceláneo,Polvo Mojable (WP),,,IV (Productos Que Normalmente No Ofrecen Peligro),Moderadamente Tóxico,No Tóxico,No Tóxico,NO INFLAMABLE,NO CORROSIVO,NO EXPLOSIVO,Sistémico,,ANDREAS GATHMANN,SUMITOMO CHEMICAL CHILE S.A.,10/12/2005,10/12/2030,3670/1999,VIGENTE,NO APLICA
4203,ROOTING,FITORREGULADOR,4000 Misceláneo,Concentrado Soluble (SL),,,IV (Productos Que Normalmente No Ofrecen Peligro),No Indica,No Indica,No Indica,NO INFLAMABLE,NO CORROSIVO,NO EXPLOSIVO,Sistémico por absorción radicular,,CARLOS CASTRO VIEYRA,AGROENZYMAS DE CHILE SpA,10/12/2005,10/12/2030,3670/1999,VIGENTE,NO APLICA
4204,ecoFOG 100,FITORREGULADOR,4000 Misceláneo,Termonebulizable (HN),,,IV (Productos Que Normalmente No Ofrecen Peligro),Muy Tóxico,Baja Toxicidad,Baja Toxicidad,INFLAMABLE,NO CORROSIVO,NO EXPLOSIVO,Reductor del escaldado,,ANDREAS GATHMANN,SUMITOMO CHEMICAL CHILE S.A.,01/20/2006,01/20/2031,3670/1999,VIGENTE,NO APLICA
4205,REGULUX SL,COADYUVANTE,4000 Misceláneo,Concentrado Soluble (SL),,,II (Moderadamente Peligroso),Tóxico,Moderadamente Tóxico,Moderadamente Tóxico,NO INFLAMABLE,CORROSIVO,NO EXPLOSIVO,Corrector pH y humectante,,RAÚL LUNA CATALÁN,ACRES S.A.,01/26/2006,01/26/2031,3670/1999,VIGENTE,NO APLICA
4206,TUTA STOP,FEROMONA,4000 Misceláneo,Evaporable (VP),,,IV (Productos Que Normalmente No Ofrecen Peligro),No Tóxico,No Tóxico,No Tóxico,NO INFLAMABLE,NO CORROSIVO,NO EXPLOSIVO,Monitoreo ,Semioquímico,JAVIERA BRIONES SAVAL,BIOCRUZ S.A.,03/24/2006,03/24/2026,3670/1999,VIGENTE,NO APLICA
4208,BELCOCEL 750,FITORREGULADOR,4000 Misceláneo,Concentrado Soluble (SL),,,II (Moderadamente Peligroso),No Tóxico,No Tóxico,No Tóxico,NO INFLAMABLE,NO CORROSIVO,NO EXPLOSIVO,SISTÉMICO,,CRISTOBAL VALENZUELA GONZALEZ,EASTMAN CHEMICAL DE CHILE SpA.,07/21/2006,07/21/2026,3670/1999,VIGENTE,NO APLICA
4210,AGROMIL PLUS,FITORREGULADOR,4000 Misceláneo,Concentrado Soluble (SL),,,IV (Productos Que Normalmente No Ofrecen Peligro),No Tóxico,No Tóxico,No Tóxico,NO INFLAMABLE,NO CORROSIVO,NO EXPLOSIVO,Biorregulador,,CARLOS CASTRO VIEYRA,AGROENZYMAS DE CHILE SpA,10/12/2006,10/12/2026,3670/1999,VIGENTE,NO APLICA
4211,GIBERPLUS 4.0 SL,FITORREGULADOR,4000 Misceláneo,Concentrado Soluble (SL),NO APLICA,,IV (Productos Que Normalmente No Ofrecen Peligro),Prácticamente No Tóxico,Prácticamente No Tóxico,Virtualmente No Tóxico,INFLAMABLE,NO CORROSIVO,NO EXPLOSIVO,Estimula creciemiento y desarrollo de plantas,,Gabriel Ormeño Hofer ,ANASAC CHILE S.A.,11/21/2006,11/21/2031,3670/1999,CANCELADO,
4212,HARVISTATM TECHNOLOGY,FITORREGULADOR,4000 Misceláneo,Polvo Soluble (PS),NO APLICA,,IV (Productos Que Normalmente No Ofrecen Peligro),No Tóxico,No Tóxico,No Tóxico,NO INFLAMABLE,NO CORROSIVO,NO EXPLOSIVO,Sistémico,,Denny Francisco Vidal Dote,AGROFRESH CHILE COMERCIAL LTDA.,12/14/2006,12/14/2026,3670/1999,VIGENTE,NO APLICA
4213,BIOFRUT,FITORREGULADOR,4000 Misceláneo,Polvo Soluble (PS),NO APLICA,,IV (Productos Que Normalmente No Ofrecen Peligro),Prácticamente No Tóxico,Prácticamente No Tóxico,Virtualmente No Tóxico,NO INFLAMABLE,NO CORROSIVO,NO EXPLOSIVO,SISTÉMICO,Químico Natural,CRISTIÁN MATÍAS KONEKAMP KÜSCH,UPL CHILE S.A.,10/19/2007,11/20/2029,3670/1999,VIGENTE,NO APLICA
4214,ACTIROB B,COADYUVANTE,4000 Misceláneo,Concentrado Emulsionable (EC),NO APLICA,,II (Moderadamente Peligroso),Ligeramente Tóxico,No Tóxico,No Tóxico,NO INFLAMABLE,NO CORROSIVO,NO EXPLOSIVO,Coadyuvante,,RAÚL LUNA CATALÁN,ACRES S.A.,02/14/2008,02/14/2028,3670/1999,VIGENTE,NO APLICA
4215,ETHRUK 48 SL,FITORREGULADOR,4000 Misceláneo,Concentrado Soluble (SL),NO APLICA,,IV (Productos Que Normalmente No Ofrecen Peligro),No Indica,No Indica,No Indica,NO INFLAMABLE,CORROSIVO,NO EXPLOSIVO,SISTÉMICO,,RICARDO IHNEN BECKER,ROTAM DE CHILE AGROQUÍMICA LTDA.,07/03/2008,07/03/2028,3670/1999,VIGENTE,NO APLICA
4218,RYZUP SMARTGRASS,FITORREGULADOR,4000 Misceláneo,Granulado Hidrosoluble (SG),NO APLICA,,IV (Productos Que Normalmente No Ofrecen Peligro),No Tóxico,No Tóxico,No Tóxico,NO INFLAMABLE,NO CORROSIVO,NO EXPLOSIVO,sistémico,,ANDREAS GATHMANN,SUMITOMO CHEMICAL CHILE S.A.,06/09/2009,06/09/2029,3670/1999,VIGENTE,NO APLICA
4219,CPPU FULL,FITORREGULADOR,4000 Misceláneo,Concentrado Soluble (SL),NO APLICA,,IV (Productos Que Normalmente No Ofrecen Peligro),Prácticamente No Tóxico,Prácticamente No Tóxico,Virtualmente No Tóxico,NO INFLAMABLE,NO CORROSIVO,NO EXPLOSIVO,,,Gabriel Ormeño Hofer ,ANASAC CHILE S.A.,07/27/2009,07/27/2029,3670/1999,VIGENTE,
4220,SPLENDOR 5 % SC,FITORREGULADOR,4000 Misceláneo,Suspensión Concentrada (SC),NO APLICA,,IV (Productos Que Normalmente No Ofrecen Peligro),Prácticamente No Tóxico,Levemente Tóxico,Prácticamente No Tóxico,NO INFLAMABLE,CORROSIVO,NO EXPLOSIVO,"ESTIMULA CRECIMIENTO Y ELONGACIÓN, CONTRIBUYE A UNIFORMAR Y AUMENTAR CALIBRES Y DISMINUIR PARTIDURA EN CEREZOS, EN KIWIS AYUDA A LOGRAR FRUTAS DE MEJOR FORMA Y MAYOR TAMAÑO. EN ARÁNDANOS AYUDA A UNIFORMAR CALIBRE Y AUMENTAR TAMAÑO DEL FRUTO",,Vicente Bravo Palma,BAYER S.A.,07/29/2009,07/29/2029,3670/1999,VIGENTE,NO APLICA
4221,TENSCAP 400 SL,COADYUVANTE,4000 Misceláneo,Concentrado Soluble (SL),NO APLICA,,IV (Productos Que Normalmente No Ofrecen Peligro),No Indica,No Indica,No Indica,NO INFLAMABLE,NO CORROSIVO,NO EXPLOSIVO,Coadyuvante,Químico Natural,Andrés Mauriz,DROPCO S.A.,11/26/2009,11/26/2029,3670/1999,VIGENTE,
4222,PROTONE SL,FITORREGULADOR,4000 Misceláneo,Concentrado Soluble (SL),NO APLICA,,IV (Productos Que Normalmente No Ofrecen Peligro),No Tóxico,No Tóxico,No Tóxico,NO INFLAMABLE,NO CORROSIVO,NO EXPLOSIVO,PROMUEVE COLORACION,,ANDREAS GATHMANN,SUMITOMO CHEMICAL CHILE S.A.,11/25/2009,11/25/2029,3670/1999,VIGENTE,NO APLICA
4223,INVINSA,FITORREGULADOR,4000 Misceláneo,Polvo Soluble (PS),,,IV (Productos Que Normalmente No Ofrecen Peligro),No Tóxico,No Tóxico,No Tóxico,NO INFLAMABLE,NO CORROSIVO,NO EXPLOSIVO,Sistémico,,Denny Francisco Vidal Dote,AGROFRESH CHILE COMERCIAL LTDA.,08/02/2010,08/02/2025,3670/1999,VIGENTE,NO APLICA
4224,GRO STOP FOG,FITORREGULADOR,4000 Misceláneo,Termonebulizable (HN),NO APLICA,,III (Poco Peligroso),Moderadamente Tóxico,Prácticamente No Tóxico,Ligeramente Tóxico,NO INFLAMABLE,NO CORROSIVO,NO EXPLOSIVO,EVITA LA BROTACIÓN DE TUBÉRCULOS DE PAPA QUE SE DESTINA AL CONSUMO Y USO INDUSTRIAL,,Pedro Donoso Maslov,SYNGENTA S.A.,05/10/2010,05/10/2030,3670/1999,VIGENTE,NO APLICA
4225,BION 50 WG,PROTECTOR DE PLANTAS - ACTIVADOR,4000 Misceláneo,Granulado Dispersable (WG),,,IV (Productos Que Normalmente No Ofrecen Peligro),Tóxico,Prácticamente No Tóxico,Prácticamente No Tóxico,NO INFLAMABLE,NO CORROSIVO,NO EXPLOSIVO,SISTEMICO (ESTIMULA EL MECANISMO DE DEFENSA DE LAS PLANTAS),,Pedro Donoso Maslov,SYNGENTA S.A.,08/02/2010,08/02/2030,3670/1999,VIGENTE,NO APLICA
4226,ACIGIB 4 % SL,FITORREGULADOR,4000 Misceláneo,Concentrado Soluble (SL),,,III (Poco Peligroso),Prácticamente No Tóxico,Prácticamente No Tóxico,Prácticamente No Tóxico,INFLAMABLE,NO CORROSIVO,NO EXPLOSIVO,SISTEMICO,,FACUNDO GANIN,POINT INDUSTRIAL Y COMERCIAL CHILE S.A.,10/05/2010,10/05/2030,3670/1999,VIGENTE,NO APLICA
4227,GIBEREX,FITORREGULADOR,4000 Misceláneo,Concentrado Soluble (SL),,,IV (Productos Que Normalmente No Ofrecen Peligro),No Tóxico,No Tóxico,No Tóxico,NO INFLAMABLE,NO CORROSIVO,NO EXPLOSIVO,Fitorregulador sistémico,,ANDREAS GATHMANN,SUMITOMO CHEMICAL CHILE S.A.,04/15/2011,04/15/2031,3670/1999,VIGENTE,NO APLICA
4228,CIANAMIDA 500 SL,FITORREGULADOR,4000 Misceláneo,Concentrado Soluble (SL),,,II (Moderadamente Peligroso),Ligeramente Tóxico,Ligeramente Tóxico,Ligeramente Tóxico,NO INFLAMABLE,CORROSIVO,NO EXPLOSIVO,Fitorregulador sistémico,,MAURICIO ZWANZGER VUSKOVIC,AGROSPEC S.A.,05/11/2011,05/11/2031,3670/1999,VIGENTE,NO APLICA
4229,CIDETRAK CM DA COMBO,FEROMONA,4000 Misceláneo,Evaporable (VP),"(E,E)-8,10-DODECADIEN-1-OL (CODLEMONA) / (E,Z)-2,4-DECADIENOATO DE ETILO",,IV (Productos Que Normalmente No Ofrecen Peligro),No Indica,No Indica,No Tóxico,NO INFLAMABLE,NO CORROSIVO,NO EXPLOSIVO,DISPENSADOR  DE PLÁSTICO QUE CONTIENE FEROMONA FEMENINA  DE LA POLILLA DE LA MANZANA Y ÉSTER DE PERA UTILIZADO EN DISRUPCIÓN SEXUAL.,Semioquímico,CAROLINA SANHUEZA RODRIGUEZ Y ALVARO ARROYO FERNANDEZ ,CSR CONSULTING SpA,11/14/2011,11/14/2026,3670/1999,VIGENTE,NO APLICA
4230,CIDETRAK OFM-L,FEROMONA,4000 Misceláneo,Evaporable (VP),4197,,IV (Productos Que Normalmente No Ofrecen Peligro),No Tóxico,No Tóxico,No Tóxico,NO INFLAMABLE,NO CORROSIVO,NO EXPLOSIVO,DISPENSADOR QUE DIFUNDE FEROMONA DE CONFUSIÓN SEXUAL DE POLILLA ORIENTAL DE LA FRUTA.,Semioquímico,CAROLINA SANHUEZA RODRIGUEZ Y ALVARO ARROYO FERNANDEZ ,CSR CONSULTING SpA,10/07/2011,10/07/2026,3670/1999,VIGENTE,NO APLICA
4231,CIDETRAK CMDA MEC,CAIROMONA,4000 Misceláneo,Suspensión De Encapsulado (CS),,,IV (Productos Que Normalmente No Ofrecen Peligro),No Tóxico,Muy Tóxico,No Tóxico,NO INFLAMABLE,NO CORROSIVO,NO EXPLOSIVO,CAIROMONA PARA SER APLICADO CON INSECTICIDAS QUE CONTROLAN Cydia pomonella.,Semioquímico,CAROLINA SANHUEZA RODRIGUEZ Y ALVARO ARROYO FERNANDEZ ,CSR CONSULTING SpA,10/03/2011,10/03/2026,3670/1999,VIGENTE,NO APLICA
4232,MIXER,COADYUVANTE,4000 Misceláneo,Concentrado Emulsionable (EC),,,IV (Productos Que Normalmente No Ofrecen Peligro),Ligeramente Tóxico,Prácticamente No Tóxico,Virtualmente No Tóxico,NO INFLAMABLE,NO CORROSIVO,NO EXPLOSIVO,Coadyuvante,,CRISTIÁN MATÍAS KONEKAMP KÜSCH,UPL CHILE S.A.,01/31/2012,01/31/2027,3670/1999,VIGENTE,NO APLICA
4233,SUMAGIC 5 SC,FITORREGULADOR,4000 Misceláneo,Suspensión Concentrada (SC),,,III (Poco Peligroso),Tóxico,Baja Toxicidad,Baja Toxicidad,NO INFLAMABLE,NO CORROSIVO,NO EXPLOSIVO,SISTEMICO,,ANDREAS GATHMANN,SUMITOMO CHEMICAL CHILE S.A.,03/16/2012,03/16/2027,3670/1999,VIGENTE,NO APLICA
4234,EXILIS,FITORREGULADOR,4000 Misceláneo,Concentrado Soluble (SL),,,IV (Productos Que Normalmente No Ofrecen Peligro),No Tóxico,No Tóxico,No Tóxico,NO INFLAMABLE,NO CORROSIVO,NO EXPLOSIVO,Raleador,,CARLA BRIGANDO,AGROCONNEXION SPA,04/13/2012,04/13/2027,3670/1999,VIGENTE,NO APLICA
4235,LPE 488,FITORREGULADOR,4000 Misceláneo,Concentrado Emulsionable (EC),4189,,IV (Productos Que Normalmente No Ofrecen Peligro),No Tóxico,No Tóxico,No Tóxico,NO INFLAMABLE,NO CORROSIVO,NO EXPLOSIVO,,,RAÚL LUNA CATALÁN,ACRES S.A.,05/25/2012,05/25/2027,3670/1999,VIGENTE,NO APLICA
4236,SILWET TX 100,COADYUVANTE,4000 Misceláneo,Concentrado Dispersable (DC),,,IV (Productos Que Normalmente No Ofrecen Peligro),Tóxico,No Tóxico,No Tóxico,INFLAMABLE,NO CORROSIVO,NO EXPLOSIVO,Coadyuvante,,RODRIGO DIAZ MARTINEZ,DÍAZ Y GARCIA LTDA,07/09/2012,07/09/2027,3670/1999,VIGENTE,NO APLICA
4237,CLEMENTGROS PLUS,FITORREGULADOR,4000 Misceláneo,Concentrado Emulsionable (EC),,,IV (Productos Que Normalmente No Ofrecen Peligro),Moderadamente Tóxico,Moderadamente Tóxico,Virtualmente No Tóxico,NO INFLAMABLE,NO CORROSIVO,NO EXPLOSIVO,FIRORREGULADOR SISTÉMICO  ,,ANDREAS GATHMANN,SUMITOMO CHEMICAL CHILE S.A.,09/27/2012,09/27/2027,3670/1999,VIGENTE,NO APLICA
4240,CIDETRAK CM,FEROMONA,4000 Misceláneo,Evaporable (VP),4193,,IV (Productos Que Normalmente No Ofrecen Peligro),Bajo Riesgo,Bajo Riesgo,Bajo Riesgo,NO INFLAMABLE,NO CORROSIVO,NO EXPLOSIVO,DISRUPCION SEXUAL,Semioquímico,CAROLINA SANHUEZA RODRIGUEZ Y ALVARO ARROYO FERNANDEZ ,CSR CONSULTING SpA,04/29/2013,04/29/2028,3670/1999,VIGENTE,NO APLICA
4242,SUSTAIN,COADYUVANTE - ANTITRANSPIRANTE,4000 Misceláneo,Concentrado Emulsionable (EC),,,IV (Productos Que Normalmente No Ofrecen Peligro),Tóxico,No Tóxico,No Tóxico,NO INFLAMABLE,NO CORROSIVO,NO EXPLOSIVO,"Agente adherente, extendedor y antitranspirante.",Químico Natural,VÍCTOR ALEJANDRO ARMSTRONG SABAT,ASESORÍA AGRÍCOLA ARMSTRONG Y CÍA. LTDA.,10/03/2013,10/03/2028,3670/1999,VIGENTE,NO APLICA
4244,STONE-GROSS,FITORREGULADOR,4000 Misceláneo,Concentrado Emulsionable (EC),,,IV (Productos Que Normalmente No Ofrecen Peligro),Moderadamente Tóxico,Moderadamente Tóxico,Virtualmente No Tóxico,NO INFLAMABLE,NO CORROSIVO,NO EXPLOSIVO,FIRORREGULADOR SISTÉMICO  ,,ANDREAS GATHMANN,SUMITOMO CHEMICAL CHILE S.A.,04/20/2015,04/20/2030,3670/1999,VIGENTE,NO APLICA
4245,KEEP,COADYUVANTE,4000 Misceláneo,Concentrado Emulsionable (EC),,,IV (Productos Que Normalmente No Ofrecen Peligro),Potencialmente Tóxico ,No Tóxico,No Tóxico,NO INFLAMABLE,CORROSIVO,NO EXPLOSIVO,Coadyuvante ,Químico sintético / Químico Sintético / Químico Natural,GUILLERMO GABRIEL PINTO,NUTRIEN AG SOLUTIONS CHILE S.A.,05/12/2016,05/12/2031,3670/1999,VIGENTE,NO APLICA
4246,SYSTEMAX,COADYUVANTE,4000 Misceláneo,Concentrado Emulsionable (EC),,,IV (Productos Que Normalmente No Ofrecen Peligro),Potencialmente Tóxico ,No Tóxico,No Tóxico,NO INFLAMABLE,CORROSIVO,NO EXPLOSIVO,Coadyuvante ,,GUILLERMO GABRIEL PINTO,NUTRIEN AG SOLUTIONS CHILE S.A.,06/07/2016,06/07/2026,3670/1999,VIGENTE,NO APLICA
4247,BREVIS 15 SG,FITORREGULADOR,4000 Misceláneo,Granulado Hidrosoluble (SG),1659,,II (Moderadamente Peligroso),Prácticamente No Tóxico,No Tóxico,Virtualmente No Tóxico,NO INFLAMABLE,NO CORROSIVO,NO EXPLOSIVO,FITORREGULADOR INHIBIDOR DE LA FOTOSINTESIS,,"ROBERTO VARGAS GÁLVEZ
MARTIN EZEQUIEL BLANCK
CARLOS DANILOWICZ
GABRIEL GOLDSTEIN
RODRIGO SAAVEDRA ASPILLAGA 
NATALIA  SAAVEDRA ASPILLAGA
",MAKHTESHIM AGAN CHILE SpA,08/23/2016,08/23/2026,3670/1999,VIGENTE,NO APLICA
4248,GIBAC 10 TB,FITORREGULADOR,4000 Misceláneo,Tabletas (TB),,,IV (Productos Que Normalmente No Ofrecen Peligro),Prácticamente No Tóxico,Prácticamente No Tóxico,Virtualmente No Tóxico,NO INFLAMABLE,NO CORROSIVO,NO EXPLOSIVO,FITORREGULADOR,,CRISTIÁN MATÍAS KONEKAMP KÜSCH,UPL CHILE S.A.,12/13/2016,12/13/2026,3670/1999,VIGENTE,NO APLICA
4249,ACTIVOL SG,FITORREGULADOR,4000 Misceláneo,Granulado Hidrosoluble (SG),,,IV (Productos Que Normalmente No Ofrecen Peligro),No Tóxico,No Tóxico,No Tóxico,NO INFLAMABLE,NO CORROSIVO,NO EXPLOSIVO,Contacto,,ANDREAS GATHMANN,SUMITOMO CHEMICAL CHILE S.A.,01/17/2018,01/17/2028,3670/1999,VIGENTE,NO APLICA
4250,PROVIDE 10 SG,FITORREGULADOR,4000 Misceláneo,Granulado Hidrosoluble (SG),,,IV (Productos Que Normalmente No Ofrecen Peligro),No Tóxico,No Tóxico,No Tóxico,NO INFLAMABLE,NO CORROSIVO,NO EXPLOSIVO,"Sólo tiene acción sobre el russet producido
por condiciones climáticas predisponentes y no actúa sobre el russet producido por otros factores como mecánicos, insectos y productos",,ANDREAS GATHMANN,SUMITOMO CHEMICAL CHILE S.A.,07/30/2018,12/02/2030,3670/1999,VIGENTE,
4251,ARCAN 500 SC,FITORREGULADOR,4000 Misceláneo,Suspensión Concentrada (SC),,,II (Moderadamente Peligroso),Ligeramente Tóxico,Prácticamente No Tóxico,Prácticamente No Tóxico,NO INFLAMABLE,NO CORROSIVO,NO EXPLOSIVO,inhibe síntesis de giberelinas,,Gabriel Ormeño Hofer ,ANASAC CHILE S.A.,07/13/2018,07/13/2028,3670/1999,VIGENTE,NO APLICA
4252,ARMADOR 250 EC,FITORREGULADOR,4000 Misceláneo,Concentrado Emulsionable (EC),NO APLICA,,II (Moderadamente Peligroso),Extremadamente Tóxico,Prácticamente No Tóxico,Prácticamente No Tóxico,INFLAMABLE,NO CORROSIVO,NO EXPLOSIVO,fitorregulador sistemico,,Gabriel Ormeño Hofer ,ANASAC CHILE S.A.,10/22/2018,10/22/2028,3670/1999,VIGENTE,NO APLICA
